,Y
781,0.10149419009999999
782,0.0943007413
783,0.0468885745
784,0.046919793099999996
785,0.5597699798
786,0.032308386099999996
787,0.9770937920999999
788,0.23779507
789,0.7188691068
790,0.2663597306
791,0.0330109038
792,0.015055073899999999
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0020317899
798,0.009451474100000001
799,0.0176709891
800,0.15057562789999998
801,0.1625499939
802,1.0
803,0.0
804,0.0654504082
805,0.8704487231999999
806,0.005958810500000001
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.1343706304
814,0.2938074043
815,0.1178381028
816,0.9562627469
817,0.6789810056000001
818,0.0
819,0.0643319973
820,0.0013032207000000001
821,0.019535656499999998
822,0.0584568545
823,0.0
824,0.5619900777
825,0.0
826,0.8601260051999999
827,0.3697326931
828,0.04769093730000001
829,0.0828834995
830,0.0
831,0.027150761800000003
832,0.028811898
833,0.10601790109999999
834,0.2803874591
835,0.0
836,0.7684836748
837,0.7041804656999999
838,0.0093800551
839,0.029526356400000002
840,0.00562999
841,0.010777811299999999
842,0.020888557
843,0.0102489996
844,0.0
845,0.0301475195
846,0.0291702133
847,1.0
848,0.2930600899
849,1.0
850,0.042364094000000005
851,0.0
852,0.017361321699999998
853,0.0060078212
854,0.0106537522
855,0.8136469709
856,1.0
857,0.1485544879
858,1.0
859,1.0
860,0.0
861,0.0
862,0.0
863,0.007042713000000001
864,0.0026353467
865,0.0019087856
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0254415567
871,0.0244542435
872,0.0
873,0.0
874,0.0
875,0.0
876,0.1408840191
877,0.0059883262
878,0.0
879,0.198018575
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0057949302
887,0.0101107785
888,0.013406817199999999
889,0.0
890,0.017359052
891,0.0318829188
892,0.7776471883
893,0.0244651904
894,0.0
895,0.4160145611
896,0.0
897,1.0
898,0.40689859729999994
899,0.2034504566
900,0.0
901,0.0044696609
902,0.0
903,0.0317176119
904,0.0473387509
905,0.4676778857
906,0.0
907,0.0
908,0.0191869501
909,0.0
910,0.9223444192
911,0.0018247182
912,0.0
913,0.0119481581
914,0.0
915,0.0
916,0.0
917,0.022407619700000003
918,0.3052421166
919,0.9187935824
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0346249296
925,0.02904469
926,0.0266246557
927,0.0088253069
928,0.0
929,0.0094768098
930,0.3702462017
931,0.0
932,0.1300007358
933,0.3684620953
934,0.0042520528
935,0.0524910605
936,0.6816524825
937,0.0
938,0.0313790192
939,0.5297299627000001
940,0.5866187895
941,0.021551357599999998
942,0.4490463218
943,0.9963642209
944,0.12311573869999999
945,1.0
946,0.0022749069
947,0.3453289132
948,0.1683614253
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,1.0
955,0.5135437268999999
956,0.0
957,0.6615952123
958,0.029465529700000003
959,0.0
960,0.0
961,0.0
962,0.2009516649
963,0.4425049758
964,0.7013446921
965,0.7087270032999999
966,0.6782307042
967,0.0
968,0.2822294996
969,0.0022339335
970,0.0
971,0.0019904654
972,0.7265362984999999
973,0.0508758308
974,0.0129930497
975,0.1131712148
976,0.0
977,0.09254909800000001
978,0.1456357349
979,0.6845788584
980,0.6178269102
981,0.675048111
982,0.18257345120000001
983,0.0
984,0.5269682957999999
985,0.2605993257
986,0.5290421998
987,0.056795085599999996
988,0.1812563198
989,0.9779821541
990,0.0
991,0.0
992,0.0
993,0.38090139630000003
994,0.0
995,0.8490238599
996,0.0
997,0.0
998,1.0
999,0.0
1000,0.0
1001,0.0122211847
1002,0.4428971676
1003,0.0
1004,0.0
1005,0.1979031434
1006,0.4586727207
1007,0.0
1008,0.0
1009,0.0
1010,0.0342020392
1011,0.0034720593
1012,0.0027629425
1013,0.5837207182999999
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,1.0
1020,1.0
1021,0.0746430612
1022,0.0
1023,0.0420424125
1024,0.0
1025,0.023013223399999998
1026,0.0
1027,0.0103100516
1028,0.012204079599999999
1029,0.0
1030,0.8210573362000001
1031,0.180144525
1032,0.9104124295
1033,0.08317753139999999
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,1.0
1042,1.0
1043,1.0
1044,0.0
1045,0.0
1046,0.1315346333
1047,0.3575472724
1048,0.3407244963
1049,0.0383988528
1050,0.0
1051,0.056164474299999996
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0140986191
1058,1.0
1059,0.7505149774
1060,0.3497018883
1061,0.06750049179999999
1062,0.2712423102
1063,0.48673196090000004
1064,0.08539274699999999
1065,0.028082905499999998
1066,0.1789987037
1067,0.36061318859999997
1068,0.0
1069,0.596063188
1070,0.0269131589
1071,0.1072643611
1072,1.0
1073,0.8348895595
1074,0.40793141369999997
1075,0.0
1076,0.0
1077,0.36228662920000004
1078,0.5255834131
1079,0.0
1080,0.0079514501
1081,0.0
1082,0.0360488288
1083,0.669078181
1084,0.4384575992
1085,0.0
1086,0.37251634100000003
1087,0.8538664026999999
1088,0.0282383216
1089,0.5513198752
1090,0.2717449728
1091,0.9083307695
1092,0.9946150109999999
1093,0.1489951472
1094,0.0
1095,0.3505346656
1096,0.0
1097,0.0
1098,0.35395957
1099,0.439025194
1100,1.0
1101,0.5655116908
1102,0.76331403
1103,0.37581734899999997
1104,0.0814324815
1105,0.0
1106,0.0
1107,0.0858128633
1108,0.211847285
1109,0.021294984399999998
1110,0.0089743141
1111,0.6976977789
1112,0.028856390200000002
1113,0.422160993
1114,0.0
1115,0.8468797495999999
1116,0.0
1117,0.0
1118,0.0
1119,0.34647300810000004
1120,0.0
1121,0.0
1122,0.0
1123,0.34287123049999996
1124,0.0
1125,0.0
1126,0.4421581764
1127,0.428934022
1128,0.25721857989999997
1129,0.0321308127
1130,0.6918361823
1131,0.0
1132,0.0090688813
1133,0.0540957822
1134,1.0
1135,0.08836231189999999
1136,0.34777514810000004
1137,0.0120926431
1138,0.5045279818999999
1139,0.4798669176
1140,0.4124918326
1141,0.2255968061
1142,0.3071183381
1143,0.0057463984
1144,0.0093359427
1145,0.6697097077
1146,0.0
1147,0.0
1148,0.0544501835
1149,1.0
1150,0.0
1151,0.0
1152,0.0032417669
1153,0.08734043650000001
1154,0.0018476645000000001
1155,0.0
1156,0.2854516594
1157,0.0
1158,0.5492567438
1159,0.0157902443
1160,0.4123498361
1161,0.5127183827
1162,1.0
1163,0.5106444223
1164,0.6644516363
1165,0.5282528408
1166,0.47381808560000005
1167,0.0
1168,0.059283958600000006
1169,0.0
1170,0.0
1171,0.2446118122
1172,0.0
1173,0.0035413615000000004
1174,0.08214245690000001
1175,0.3144755365
1176,0.0781979448
1177,0.0
1178,0.4415548257
1179,0.7921727154000001
1180,0.6483319229
1181,0.023350243399999998
1182,0.0301846257
1183,0.0243282612
1184,0.0045532624
1185,0.026828491200000002
1186,0.0
1187,0.048075537
1188,0.021208786299999997
1189,0.0092390069
1190,0.0132798524
1191,0.5936126186
1192,1.0
1193,1.0
1194,1.0
1195,0.1826906241
1196,0.0135013347
1197,0.0118435522
1198,0.8744004538
1199,0.0
1200,0.9674808748999999
1201,0.0023296594
1202,0.3355091935
1203,0.0
1204,0.0
1205,0.1076313834
1206,0.0832620602
1207,0.1353000736
1208,0.5516333159000001
1209,0.0676555428
1210,0.551332382
1211,0.0
1212,0.1339382117
1213,0.1983093536
1214,0.0
1215,0.0
1216,0.38554669729999996
1217,0.0
1218,0.22038736280000001
1219,0.0
1220,0.1102376988
1221,0.006306640400000001
1222,0.00326058
1223,0.001217933
1224,0.0101823908
1225,0.0262502177
1226,0.1483404324
1227,0.5339806004
1228,0.16857733390000001
1229,0.0412122916
1230,0.0471532602
1231,0.0
1232,0.0
1233,0.0
1234,0.5387201403999999
1235,0.0682286443
1236,0.0020535236
1237,0.0
1238,0.0
1239,0.0
1240,0.4164004249
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0093549958
1246,0.00195287
1247,0.4652374111
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.1576275448
1253,0.9608419194
1254,0.32097656809999997
1255,0.06433949509999999
1256,0.34860349049999995
1257,0.056898923899999995
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0406049305
1263,0.9876956648999999
1264,0.0
1265,0.0112916473
1266,0.2610682464
1267,1.0
1268,0.4587837715
1269,0.0
1270,0.4836649923
1271,0.9930468477
1272,0.0
1273,0.0
1274,0.4270273734
1275,0.2031580305
1276,0.0
1277,0.0
1278,0.0503579654
1279,0.0270784408
1280,0.0234034254
1281,0.0
1282,0.0170390572
1283,0.0
1284,0.0
1285,0.7690873081
1286,0.9711572598
1287,0.0550351281
1288,0.237891472
1289,0.4109603452
1290,0.0335136927
1291,0.0040686151
1292,0.0256770048
1293,0.006175205400000001
1294,0.9983070803
1295,1.0
1296,0.4283084083
1297,1.0
1298,0.8637390661
1299,0.0043727997
1300,0.0
1301,0.0
1302,0.0
1303,0.1671657149
1304,0.7606107913
1305,0.0
1306,1.0
1307,0.6247946121
1308,0.0041883233
1309,0.0
1310,0.0
1311,0.0069200131000000005
1312,0.5756326820000001
1313,0.359940972
1314,0.4176801986
1315,0.0155307877
1316,0.0067756996
1317,0.0233151487
1318,0.0238537704
1319,0.0736566305
1320,0.4664948763
1321,0.0
1322,0.3717969425
1323,0.0
1324,0.0035996996000000002
1325,0.7864669096
1326,0.0216132973
1327,0.0195509615
1328,0.9779450384999999
1329,0.0
1330,0.139548591
1331,0.0356567819
1332,0.5501074303
1333,0.0
1334,1.0
1335,1.0
1336,1.0
1337,1.0
1338,0.2807849112
1339,0.951640783
1340,0.001299512
1341,0.1510712693
1342,0.6921708966
1343,0.0
1344,0.8970478542
1345,0.8206057914
1346,0.8029858227
1347,0.0860629358
1348,0.7484082228
1349,0.050732195300000005
1350,0.2244065286
1351,0.0
1352,0.6272465374
1353,1.0
1354,0.9639471681999999
1355,0.8727517448000001
1356,0.2738114276
1357,0.0206861533
1358,0.0
1359,0.3830702458
1360,0.0
1361,0.0301070427
1362,0.0723271946
1363,0.0
1364,0.0411250431
1365,0.0050271008
1366,0.047578124400000005
1367,0.0
1368,0.0
1369,0.6902217653
1370,0.0
1371,0.0070629027
1372,0.46576930299999997
1373,1.0
1374,0.7204182145999999
1375,0.0071203443
1376,0.0478836267
1377,0.0041452043
1378,0.003951152
1379,0.0
1380,0.0715227716
1381,0.5601485466
1382,0.8564041126999999
1383,0.8508334903
1384,0.2517619266
1385,0.12183182810000001
1386,0.0065903063
1387,0.0
1388,0.0
1389,0.4387105397
1390,0.0227004518
1391,0.0098578391
1392,0.34643839950000005
1393,0.10375186189999999
1394,0.0
1395,0.1224689822
1396,0.0318459573
1397,0.0
1398,0.3946102253
1399,0.4154470635
1400,0.47007741700000005
1401,0.12477282869999999
1402,0.0
1403,0.0
1404,0.9802433322
1405,1.0
1406,0.4067614447
1407,0.6032674497
1408,0.19255898219999998
1409,0.4861139196
1410,0.019102047900000002
1411,0.09663727539999999
1412,0.0060124635
1413,0.3528632012
1414,0.9614692226999999
1415,0.0246460729
1416,0.39894309899999997
1417,0.5195198349
1418,0.0
1419,0.4550752191
1420,0.5244566762
1421,0.0
1422,0.9728244522
1423,0.07192696950000001
1424,0.07380254730000001
1425,0.0
1426,0.105392698
1427,0.08872576310000001
1428,0.0
1429,0.0
1430,0.2947603365
1431,0.4899655728
1432,0.7501276715999999
1433,0.7535028148
1434,1.0
1435,0.2391839838
1436,1.0
1437,0.0616903729
1438,0.8750426035
1439,0.0504644049
1440,0.8346523475
1441,0.3174856399
1442,0.0436649037
1443,0.0
1444,0.43593481219999997
1445,0.0
1446,0.0
1447,0.0
1448,0.0
1449,0.4472092975
1450,0.9400963575
1451,1.0
1452,0.0505713573
1453,0.0170700754
1454,0.0166024405
1455,0.19489487079999998
1456,0.024830847799999996
1457,1.0
1458,0.9731618261
1459,1.0
1460,0.9951801382
1461,0.6491532588000001
1462,1.0
1463,0.1943896139
1464,0.0
1465,0.0274357982
1466,0.387924307
1467,0.4968363685
1468,0.0
1469,0.1489913775
1470,0.1924725821
1471,0.7427382398000001
1472,0.7450565598000001
1473,0.0
1474,0.0049023806
1475,1.0
1476,0.08439203880000001
1477,0.3172630518
1478,0.8917116579000001
1479,0.0743024484
1480,0.08373970480000001
1481,0.044606262800000004
1482,0.023383689500000002
1483,0.028289225299999998
1484,0.0280089344
1485,0.0413135767
1486,0.0
1487,0.41662072159999997
1488,0.0
1489,0.0
1490,0.0480292041
1491,0.0
1492,0.0091621067
1493,0.0020071258
1494,0.4081985768
1495,0.0
1496,0.0
1497,0.0
1498,0.3227151447
1499,0.2868222386
1500,0.0016704569
1501,0.3252424495
1502,0.6319568718999999
1503,0.0
1504,0.41737505880000003
1505,0.48507101140000003
1506,0.0
1507,0.9045721627
1508,0.38525718259999997
1509,0.3426647217
1510,0.0044211983
1511,0.0044273237
1512,0.0268917454
1513,0.4518768756
1514,0.0663569193
1515,0.9946899551
1516,0.049374611799999996
1517,0.0195627402
1518,0.0105408455
1519,0.036154955600000004
1520,0.0060137202
1521,0.3535522522
1522,0.7269308067
1523,0.0115949353
1524,0.0
1525,0.0
1526,1.0
1527,0.12256686619999999
1528,0.054787582
1529,0.0
1530,0.0559473569
1531,0.9358863720999999
1532,0.24669173989999998
1533,0.6746928370999999
1534,0.292201594
1535,0.0415277434
1536,0.40640213840000006
1537,0.4411993641
1538,0.0514203042
1539,0.062831951
1540,0.0
1541,0.0056597233
1542,0.0011246268
1543,0.0
1544,0.0
1545,0.0477216795
1546,0.0070030019999999995
1547,0.3299090588
1548,0.0
1549,0.051068117
1550,0.005865680799999999
1551,0.0
1552,1.0
1553,0.1098296747
1554,0.023582795099999998
1555,0.023640675899999998
1556,0.2067017619
1557,0.0274495835
1558,0.6536146429
1559,0.0412440799
1560,0.8669048219
1561,0.2087116018
1562,0.6122285163000001
1563,0.0
1564,0.0
1565,0.21759501420000002
1566,0.6300032272999999
1567,1.0
1568,0.45645533039999997
1569,0.21028157329999997
1570,0.1321488504
1571,0.5463763342
1572,0.0361159266
1573,0.0
1574,0.0202324256
1575,0.006549820400000001
1576,0.9554688628
1577,1.0
1578,0.498958409
1579,0.6374717622
1580,0.0042150378999999995
1581,0.0125920886
1582,0.0287678952
1583,0.0
1584,1.0
1585,0.0
1586,0.6066076615
1587,0.9851774662999999
1588,0.0
1589,0.9001081941
1590,0.6410354316
1591,0.0
1592,0.3066369049
1593,0.0
1594,0.5923644569
1595,0.0360100117
1596,0.0040107777
1597,0.0
1598,0.4262780423
1599,0.2296793784
1600,0.1111597892
1601,0.44200323469999997
1602,0.0085298897
1603,0.3140546479
1604,0.9000939872
1605,0.7094596729000001
1606,0.099571924
1607,0.9928084147
1608,0.42961304009999995
1609,0.9179582512000001
1610,0.010148596800000001
1611,0.0076506375
1612,0.0
1613,0.017228511999999998
1614,0.0
1615,0.06955978759999999
1616,0.6023611755
1617,0.0
1618,0.0230000008
1619,0.0202450798
1620,0.0964160543
1621,0.4793850532
1622,0.073386935
1623,0.0
1624,0.6879207306
1625,0.051060312999999996
1626,0.5448583057999999
1627,0.5774453578000001
1628,0.0594519879
