,LoanID,MonthRep,Servicer,CurrInterestRate,CAUPB,LoanAge,MonthsToMaturity,AdMonthsToMaturity,MaturityDate,MSA,CLDS,ModFlag,ZeroBalCode,ZeroBalDate,LastInstallDate,ForeclosureDate,DispositionDate,ForeclosureCosts,PPRC,AssetRecCost,MHEC,ATFHP,NetSaleProceeds,CreditEnhProceeds,RPMWP,OFP,NIBUPB,PFUPB,RMWPF,FPWA,ServicingIndicator,Arrears,Arrears_3m,Arrears_6m,Arrears_9m,Arrears_12m,0
21992,100344942460.0,06/01/2016,,4.75,165912.81,31.0,329.0,329.0,11/2043,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
502717,107163312650.0,06/01/2016,,3.875,274682.9,43.0,317.0,314.0,11/2042,46060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
790673,111150388333.0,12/01/2016,,5.5,105329.35,75.0,285.0,280.0,09/2040,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
282681,104084122312.0,03/01/2017,,3.875,239782.95,48.0,312.0,296.0,03/2043,39580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
854761,112044494888.0,09/01/2017,,4.25,104881.35,51.0,309.0,307.0,06/2043,29420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
717782,110182660625.0,12/01/2017,,4.25,105978.76,60.0,300.0,287.0,12/2042,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
675150,109574593962.0,09/01/2016,,5.875,317020.88,82.0,278.0,278.0,11/2039,14460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
316201,104531959798.0,06/01/2016,,4.75,265036.78,31.0,269.0,269.0,11/2038,33340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
6855,100114532203.0,06/01/2017,,4.0,246745.3,59.0,301.0,301.0,07/2042,42660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
631822,108982003882.0,09/01/2017,,4.25,141571.6,60.0,300.0,298.0,09/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,0.0,0.0,0.0,
176119,102532300911.0,06/01/2017,,4.5,105196.8,61.0,299.0,298.0,05/2042,45060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
595162,108501968608.0,09/01/2016,,4.125,360077.72,50.0,310.0,310.0,07/2042,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
474840,106765669782.0,06/01/2016,,4.375,321646.38,56.0,304.0,304.0,10/2041,24660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
103142,101512974611.0,03/01/2017,,4.0,238736.73,57.0,303.0,291.0,06/2042,19780,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
881434,112401382336.0,06/01/2017,,4.375,240984.95,61.0,299.0,289.0,05/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
230537,103287033095.0,03/01/2016,,4.875,97924.19,53.0,307.0,282.0,10/2041,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
361532,105168983735.0,03/01/2016,,5.375,69324.27,56.0,304.0,289.0,07/2041,26420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
301011,104333505737.0,12/01/2016,,5.5,108811.82,67.0,293.0,293.0,05/2041,20100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
366019,105241123076.0,09/01/2016,,3.875,115797.28,43.0,317.0,317.0,02/2043,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
774959,110930552914.0,12/01/2016,,3.75,149427.38,46.0,314.0,306.0,02/2043,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
634142,109016702588.0,03/01/2017,,4.8,218055.2,41.0,319.0,319.0,10/2043,45300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
980943,113865897755.0,06/01/2016,,3.75,348274.22,44.0,316.0,316.0,10/2042,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,2.0,2.0,
817367,111511332544.0,06/01/2017,,3.5,74448.21,44.0,136.0,136.0,10/2028,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
391876,105608259608.0,06/01/2016,,4.125,63643.85,44.0,316.0,316.0,10/2042,28020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
587496,108385883818.0,03/01/2017,,4.625,238692.02,92.0,268.0,265.0,07/2039,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
673032,109552541745.0,03/01/2016,,5.125,277233.56,68.0,292.0,291.0,07/2040,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
469516,106700206937.0,12/01/2017,,4.125,293450.5,69.0,291.0,290.0,03/2042,45940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
834663,111755755630.0,06/01/2016,,4.25,90394.36,38.0,322.0,322.0,04/2043,29620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,2.0,
811285,111444431434.0,06/01/2016,,4.0,125445.48,41.0,319.0,319.0,01/2043,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
728943,110334169038.0,09/01/2016,,4.875,194140.44,85.0,275.0,268.0,08/2039,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
154977,102218261135.0,03/01/2016,,3.875,204222.92,44.0,316.0,316.0,07/2042,28940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
745357,110540487005.0,06/01/2017,,4.875,90808.27,68.0,292.0,288.0,10/2041,42540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
397359,105687410955.0,09/01/2017,,3.75,234171.23,51.0,309.0,309.0,06/2043,46700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
950648,113421000745.0,06/01/2016,,3.99,183680.92,45.0,315.0,314.0,09/2042,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
629212,108947942580.0,03/01/2017,,4.25,111244.53,58.0,302.0,302.0,05/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
215913,103078747849.0,09/01/2016,,3.125,103466.15,55.0,125.0,0.0,02/2027,00000,1.0,N,1.0,09/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,2.0,
32803,100505153718.0,12/01/2016,,4.125,68876.44,47.0,313.0,313.0,01/2043,19380,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
434660,106196545902.0,06/01/2017,,4.125,147406.48,54.0,306.0,305.0,12/2042,33460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
13774,100223020971.0,03/01/2016,,3.625,141612.94,41.0,139.0,137.0,10/2027,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
634253,109017585806.0,03/01/2016,,4.0,147949.52,27.0,153.0,153.0,12/2028,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
11411,100183299236.0,03/01/2016,,4.375,210259.19,41.0,259.0,0.0,10/2037,16740,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,2.0,2.0,2.0,
535389,107649080254.0,09/01/2016,,3.875,276680.9,47.0,313.0,313.0,10/2042,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,2.0,
647899,109198182016.0,09/01/2016,,4.25,172221.02,58.0,182.0,182.0,11/2031,40140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
363616,105198151783.0,06/01/2016,,3.875,109524.54,53.0,307.0,307.0,01/2042,43100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
525279,107494920735.0,03/01/2016,,4.5,183682.9,60.0,300.0,300.0,03/2041,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,2.0,2.0,
596747,108531978309.0,06/01/2016,,4.5,368221.94,54.0,306.0,306.0,12/2041,35620,1.0,N,,,,,,,,,,,,,,,,,,,N,1.0,1.0,4.0,4.0,4.0,
622656,108857723379.0,03/01/2017,,4.78,169215.28,38.0,322.0,315.0,01/2044,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
139501,102008668716.0,06/01/2016,,3.625,188397.66,45.0,195.0,190.0,09/2032,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
843773,111883882398.0,03/01/2016,,4.17,73643.53,24.0,156.0,0.0,03/2029,32780,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
360792,105157358125.0,03/01/2017,,4.75,73565.2,76.0,164.0,157.0,11/2030,11460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
763959,110776537639.0,06/01/2017,,3.875,131976.61,46.0,314.0,314.0,08/2043,40380,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
47536,100700798620.0,09/01/2017,,4.125,68249.84,56.0,304.0,298.0,01/2043,43780,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
494474,107052613892.0,09/01/2017,,4.0,224368.81,98.0,433.0,,10/2053,47900,0.0,Y,,,,,,,,,,,,,,,18194.68,,,,N,0.0,0.0,0.0,0.0,0.0,
781450,111023153220.0,06/01/2017,,3.75,273771.06,49.0,311.0,309.0,05/2043,33460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
467253,106655345948.0,09/01/2017,,4.375,113909.06,69.0,171.0,157.0,12/2031,29620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
859649,112105753247.0,12/01/2016,,4.625,76743.2,56.0,304.0,304.0,04/2042,39580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
248334,103561307930.0,12/01/2017,,4.0,95627.65,60.0,300.0,300.0,12/2042,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
418889,105985465679.0,09/01/2017,,4.75,149298.45,79.0,281.0,250.0,02/2041,11700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
262410,103789240434.0,06/01/2016,,4.25,141220.2,31.0,466.0,,04/2055,42700,0.0,Y,,,,,,,,,,,,,,,12522.13,,,,N,0.0,0.0,0.0,1.0,1.0,
422446,106036388213.0,06/01/2017,,5.25,198900.69,72.0,288.0,283.0,06/2041,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
455317,106499915340.0,03/01/2017,,4.99,145585.17,70.0,170.0,170.0,05/2031,24780,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
359135,105125911317.0,12/01/2016,,4.5,239781.55,52.0,308.0,307.0,08/2042,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
553284,107872076265.0,09/01/2016,,4.5,86934.92,66.0,114.0,114.0,03/2026,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
34893,100533842935.0,12/01/2016,,4.25,205904.62,42.0,318.0,0.0,06/2043,42660,1.0,N,1.0,12/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
815288,111491280558.0,06/01/2016,,4.0,289583.03,48.0,312.0,303.0,06/2042,36500,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
781304,111021134229.0,09/01/2016,,4.125,118210.36,44.0,316.0,309.0,01/2043,16740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
163385,102331415930.0,06/01/2017,,3.875,124554.32,68.0,112.0,112.0,10/2026,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
716446,110166359381.0,06/01/2017,,4.5,137957.98,59.0,301.0,298.0,07/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
559263,107973544765.0,12/01/2016,,3.125,39582.69,47.0,133.0,124.0,01/2028,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
50501,100748371689.0,03/01/2017,,3.875,133967.06,65.0,115.0,102.0,10/2026,19100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
135835,101959967121.0,06/01/2016,,5.375,318770.62,62.0,298.0,297.0,04/2041,47260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
809989,111429703306.0,09/01/2016,,4.75,73899.33,65.0,115.0,114.0,04/2026,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
967596,113675808432.0,06/01/2017,,4.25,171028.38,57.0,303.0,302.0,09/2042,13820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
176545,102541415103.0,06/01/2016,,5.375,201029.44,71.0,289.0,288.0,07/2040,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
32063,100490700225.0,12/01/2017,,5.25,64844.29,39.0,321.0,320.0,09/2044,36740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,1.0,1.0,1.0,1.0,
120219,101761987275.0,12/01/2016,,3.25,107003.96,41.0,139.0,138.0,07/2028,36260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
295475,104248568136.0,03/01/2016,,4.375,159892.84,41.0,319.0,319.0,10/2042,38900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
93394,101377877843.0,06/01/2017,,3.5,57002.84,61.0,119.0,107.0,05/2027,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
181816,102614694146.0,09/01/2016,,3.625,259103.52,47.0,313.0,311.0,10/2042,41740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
296502,104262877610.0,06/01/2016,,5.125,161293.61,25.0,335.0,333.0,05/2044,33340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
952902,113453502639.0,03/01/2017,,4.625,137316.66,18.0,342.0,338.0,09/2045,24420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
619012,108807696891.0,09/01/2017,,4.375,125272.1,54.0,306.0,306.0,03/2043,45300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
407213,105818031438.0,09/01/2017,,4.0,128576.98,74.0,106.0,106.0,07/2026,22420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
383166,105474973623.0,09/01/2016,,3.75,202440.05,45.0,315.0,315.0,12/2042,35100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
864181,112166416030.0,03/01/2017,,5.125,304314.6,40.0,320.0,320.0,11/2043,41740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,4.0,5.0,
275672,103992189310.0,09/01/2016,,3.5,175128.08,45.0,315.0,314.0,12/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
84923,101264133252.0,03/01/2016,,4.5,57410.79,30.0,330.0,330.0,09/2043,15940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
254661,103663763834.0,12/01/2016,,3.875,140955.98,20.0,340.0,334.0,04/2045,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
786366,111086173542.0,09/01/2017,,4.0,212291.66,60.0,300.0,259.0,09/2042,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
672120,109543710736.0,09/01/2017,,5.375,153755.62,76.0,284.0,280.0,05/2041,27260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
659100,109353276647.0,06/01/2016,,3.875,198814.97,51.0,309.0,308.0,03/2042,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
609958,108697534277.0,12/01/2016,,4.0,177652.31,47.0,229.0,223.0,01/2036,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
167161,102379039318.0,03/01/2016,,3.25,139558.27,40.0,200.0,200.0,11/2032,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
879259,112370261448.0,12/01/2017,,4.0,94104.57,60.0,192.0,192.0,12/2033,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
754446,110660413226.0,09/01/2017,,4.125,159619.19,55.0,305.0,304.0,02/2043,17020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
532033,107601596937.0,03/01/2016,,4.625,91047.45,23.0,337.0,337.0,04/2044,46060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
664685,109437282720.0,12/01/2016,,4.625,133470.06,62.0,298.0,278.0,10/2041,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
911430,112842452098.0,06/01/2016,,5.0,150181.56,55.0,305.0,305.0,11/2041,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
405610,105803226948.0,09/01/2016,,3.875,87384.35,17.0,163.0,162.0,04/2030,41180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,4.0,
527180,107522760554.0,03/01/2016,,4.5,224207.17,51.0,309.0,305.0,12/2041,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
267994,103867262835.0,03/01/2017,,2.75,173297.48,48.0,132.0,131.0,03/2028,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
908348,112808403390.0,06/01/2016,,3.6,105382.98,30.0,150.0,150.0,12/2028,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
393458,105628327943.0,12/01/2016,,4.25,356672.22,50.0,250.0,250.0,10/2037,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
717825,110184481642.0,12/01/2016,,4.375,81877.32,30.0,150.0,125.0,06/2029,34980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
553985,107881198484.0,12/01/2017,,4.75,187261.73,48.0,312.0,311.0,12/2043,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
197621,102843349851.0,09/01/2016,,3.875,235702.48,37.0,323.0,319.0,08/2043,24420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
623727,108871090277.0,03/01/2017,,3.99,208356.34,53.0,307.0,307.0,10/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
246395,103533268714.0,09/01/2016,,4.25,336506.12,47.0,313.0,313.0,10/2042,40140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
76582,101137978766.0,03/01/2016,,4.99,302322.8,75.0,285.0,284.0,12/2039,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
823991,111610337938.0,03/01/2016,,3.375,80486.04,44.0,136.0,136.0,07/2027,22220,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
146044,102095357557.0,06/01/2017,,4.375,80220.84,59.0,301.0,301.0,07/2042,17140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
124994,101829732283.0,03/01/2016,,3.125,130630.02,46.0,134.0,133.0,05/2027,33460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
119664,101750604887.0,09/01/2017,,3.875,164837.66,15.0,345.0,345.0,06/2046,47260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
460369,106560301988.0,06/01/2016,,3.99,68664.16,32.0,148.0,148.0,10/2028,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
702810,109973908412.0,12/01/2017,,3.75,66667.71,52.0,188.0,187.0,08/2033,16740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
804428,111354067852.0,06/01/2017,,3.875,137556.89,52.0,308.0,305.0,02/2043,49340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
733468,110399106617.0,09/01/2017,,4.5,135215.84,71.0,289.0,289.0,10/2041,40900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
829124,111684986072.0,06/01/2016,,4.5,102688.64,49.0,311.0,311.0,05/2042,30860,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
501826,107155990955.0,06/01/2017,,3.875,210626.02,45.0,315.0,301.0,09/2043,12580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
778488,110983336481.0,06/01/2017,,5.25,80351.65,46.0,314.0,310.0,08/2043,16700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
525219,107493844142.0,03/01/2016,,3.875,190933.92,35.0,325.0,0.0,04/2043,33100,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,2.0,2.0,2.0,
785691,111078204688.0,03/01/2017,,5.25,349665.0,87.0,273.0,273.0,12/2039,40900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
47324,100698166152.0,06/01/2017,,4.625,55138.67,74.0,106.0,82.0,04/2026,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
993208,114026982467.0,03/01/2016,,4.54,273619.1,25.0,155.0,151.0,02/2029,40900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,4.0,
868560,112228400269.0,09/01/2017,,4.25,200265.2,79.0,281.0,277.0,02/2041,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
597471,108546270169.0,09/01/2016,,4.125,307080.6,50.0,310.0,310.0,07/2042,14260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
823662,111605829339.0,06/01/2017,,5.5,162398.28,87.0,273.0,265.0,03/2040,22420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
995927,114068214748.0,03/01/2017,,3.75,234269.33,45.0,315.0,307.0,06/2043,40140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
354244,105066563391.0,09/01/2017,,4.5,102884.24,64.0,176.0,176.0,05/2032,36740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
908146,112805264323.0,12/01/2017,"WELLS FARGO BANK, N.A.",4.125,161874.2,61.0,299.0,296.0,11/2042,36740,0.0,N,,,,,,,,,,,,,,,,,,,Y,0.0,0.0,0.0,0.0,0.0,
173510,102492348811.0,12/01/2016,,3.625,117907.64,44.0,316.0,312.0,04/2043,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
145030,102079417173.0,03/01/2017,,5.0,333011.7,66.0,294.0,0.0,09/2041,41940,1.0,N,1.0,03/2017,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
738198,110457222642.0,12/01/2017,,4.75,127239.01,71.0,289.0,288.0,01/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
112115,101627567635.0,06/01/2016,,4.99,145242.66,47.0,313.0,306.0,07/2042,41860,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
626181,108909570959.0,06/01/2016,,4.25,155107.14,16.0,344.0,344.0,02/2045,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
461883,106583553250.0,03/01/2017,,4.0,275610.4,54.0,306.0,306.0,09/2042,12540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
904862,112748833019.0,03/01/2016,,4.75,310810.9,75.0,285.0,285.0,12/2039,34980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
683045,109666218975.0,06/01/2016,,4.25,130343.66,41.0,319.0,318.0,01/2043,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
807645,111403743384.0,12/01/2016,,4.386,151604.19,50.0,310.0,299.0,10/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
794817,111202834116.0,06/01/2017,,4.25,114125.5,52.0,308.0,308.0,02/2043,28940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
11359,100182416625.0,09/01/2017,,4.625,187104.62,63.0,297.0,294.0,06/2042,15980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
796888,111233801105.0,09/01/2016,,4.0,212256.3,47.0,313.0,309.0,10/2042,24300,1.0,N,,,,,,,,,,,,,,,,,,,Y,1.0,1.0,1.0,1.0,1.0,
782068,111032240957.0,03/01/2016,,2.875,99836.57,39.0,141.0,141.0,12/2027,21340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
859070,112101099430.0,03/01/2016,,4.0,170610.23,32.0,328.0,320.0,07/2043,45300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
952649,113446373922.0,06/01/2016,,4.375,150700.61,67.0,293.0,290.0,11/2040,33860,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
